,cluster,id,label,dices_tags,dices_speech_id,text
29,1,592,"Homer, Odyssey 19.262-19.307",con|nar,1204,"ἴστω νῦν Ζεὺς πρῶτα, θεῶν ὕπατος καὶ ἄριστος, ἱστίη τʼ Ὀδυσῆος ἀμύμονος, ἣν ἀφικάνω· ἦ μέν τοι τάδε πάντα τελείεται ὡς ἀγορεύω. τοῦδʼ αὐτοῦ λυκάβαντος ἐλεύσεται ἐνθάδʼ Ὀδυσσεύς, τοῦ μὲν φθίνοντος μηνός, τοῦ δʼ ἱσταμένοιο."
30,1,1186,"Homer, Odyssey 20.227-20.234",vow,1237,"ἴστω νῦν Ζεὺς πρῶτα θεῶν ξενίη τε τράπεζα ἱστίη τʼ Ὀδυσῆος ἀμύμονος, ἣν ἀφικάνω, ἦ σέθεν ἐνθάδʼ ἐόντος ἐλεύσεται οἴκαδʼ "
31,34,979,"Homer, Odyssey 9.2-11.332",inf|nar|res,890,"τὰς εἰ μέν κʼ ἀσινέας ἐάᾳς νόστου τε μέδηαι, καί κεν ἔτʼ εἰς Ἰθάκην κακά περ πάσχοντες ἵκοισθε· εἰ δέ κε σίνηαι, τότε τοι τεκμαίρομʼ ὄλεθρον, νηί τε καὶ ἑτάροις. αὐτὸς δʼ εἴ πέρ κεν ἀλύξῃς, ὀψὲ κακῶς νεῖαι, ὀλέσας ἄπο πάντας ἑταίρους, "
32,34,1077,"Homer, Odyssey 11.100-11.137",inf|war,943,"τὰς εἰ μέν κʼ ἀσινέας ἐάᾳς νόστου τε μέδηαι, καί κεν ἔτʼ εἰς Ἰθάκην κακά περ πάσχοντες ἵκοισθε· εἰ δέ κε σίνηαι, τότε τοι τεκμαίρομʼ ὄλεθρον, νηί τε καὶ ἑτάροις. αὐτὸς δʼ εἴ πέρ κεν ἀλύξῃς, ὀψὲ κακῶς νεῖαι, ὀλέσας ἄπο πάντας ἑταίρους, "
33,34,1107,"Homer, Odyssey 11.378-12.453",nar,957,"τὰς εἰ μέν κʼ ἀσινέας ἐάᾳς νόστου τε μέδηαι, ἦ τʼ ἂν ἔτʼ εἰς Ἰθάκην κακά περ πάσχοντες ἵκοισθε· εἰ δέ κε σίνηαι, τότε τοι τεκμαίρομʼ ὄλεθρον, νηί τε καὶ ἑτάροις· αὐτὸς δʼ εἴ πέρ κεν ἀλύξῃς, ὀψὲ κακῶς νεῖαι, ὀλέσας ἄπο πάντας ἑταίρους. "
34,34,1142,"Homer, Odyssey 12.116-12.141",del|inf,972,"τὰς εἰ μέν κʼ ἀσινέας ἐάᾳς νόστου τε μέδηαι, ἦ τʼ ἂν ἔτʼ εἰς Ἰθάκην κακά περ πάσχοντες ἵκοισθε· εἰ δέ κε σίνηαι, τότε τοι τεκμαίρομʼ ὄλεθρον, νηί τε καὶ ἑτάροις· αὐτὸς δʼ εἴ πέρ κεν ἀλύξῃς, ὀψὲ κακῶς νεῖαι, ὀλέσας ἄπο πάντας ἑταίρους."
35,39,387,"Homer, Odyssey 13.330-13.351",del|inf,1000,"ἐνὶ μεγάροισιν, ὀϊζυραὶ δέ οἱ αἰεὶ φθίνουσιν νύκτες τε καὶ ἤματα δάκρυ χεούσῃ. "
36,39,456,"Homer, Odyssey 16.37-16.39",res,1069,καὶ λίην κείνη γε μένει τετληότι θυμῷ σοῖσιν ἐνὶ μεγάροισιν· ὀϊζυραὶ δέ οἱ αἰεὶ φθίνουσιν νύκτες τε καὶ ἤματα δάκρυ χεούσῃ.
37,39,979,"Homer, Odyssey 9.2-11.332",inf|nar|res,890,καὶ λίην κείνη γε μένει τετληότι θυμῷ σοῖσιν ἐνὶ μεγάροισιν· ὀιζυραὶ δέ οἱ αἰεὶ φθίνουσιν νύκτες τε καὶ ἤματα δάκρυ χεούσῃ. 
38,39,1088,"Homer, Odyssey 11.181-11.203",inf|res,948,καὶ λίην κείνη γε μένει τετληότι θυμῷ σοῖσιν ἐνὶ μεγάροισιν· ὀιζυραὶ δέ οἱ αἰεὶ φθίνουσιν νύκτες τε καὶ ἤματα δάκρυ χεούσῃ. 
39,42,1107,"Homer, Odyssey 11.378-12.453",nar,957,"Ἀτρεΐδη κύδιστε, ἄναξ ἀνδρῶν Ἀγάμεμνον, τίς νύ σε κὴρ ἐδάμασσε τανηλεγέος θανάτοιο; ἦε σέ γʼ ἐν νήεσσι Ποσειδάων ἐδάμασσεν ὄρσας ἀργαλέων ἀνέμων ἀμέγαρτον ἀυτμήν; ἦέ σʼ ἀνάρσιοι ἄνδρες ἐδηλήσαντʼ ἐπὶ χέρσου βοῦς περιταμνόμενον ἠδʼ οἰῶν πώεα καλά, ἠὲ περὶ πτόλιος μαχεούμενον ἠδὲ γυναικῶν; "
40,42,1109,"Homer, Odyssey 11.397-11.403",que,958,"Ἀτρεΐδη κύδιστε, ἄναξ ἀνδρῶν Ἀγάμεμνον, τίς νύ σε κὴρ ἐδάμασσε τανηλεγέος θανάτοιο; ἦε σέ γʼ ἐν νήεσσι Ποσειδάων ἐδάμασσεν ὄρσας ἀργαλέων ἀνέμων ἀμέγαρτον ἀυτμήν; ἦέ σʼ ἀνάρσιοι ἄνδρες ἐδηλήσαντʼ ἐπὶ χέρσου βοῦς περιταμνόμενον ἠδʼ οἰῶν πώεα καλά, ἠὲ περὶ πτόλιος μαχεούμενον ἠδὲ γυναικῶν;"
41,42,1111,"Homer, Odyssey 11.404-11.434",nar|res,959,"γʼ ἐν νήεσσι Ποσειδάων ἐδάμασσεν ὄρσας ἀργαλέων ἀνέμων ἀμέγαρτον ἀυτμήν, οὔτε μʼ ἀνάρσιοι ἄνδρες ἐδηλήσαντʼ ἐπὶ χέρσου, "
42,42,1297,"Homer, Odyssey 24.106-24.119",que,1341,"ἐν νήεσσι Ποσειδάων ἐδάμασσεν, ὄρσας ἀργαλέους ἀνέμους καὶ κύματα μακρά; ἦ που ἀνάρσιοι ἄνδρες ἐδηλήσαντʼ ἐπὶ χέρσου βοῦς περιταμνομένους ἠδʼ οἰῶν πώεα καλά, ἠὲ περὶ πτόλιος μαχεούμενοι ἠδὲ γυναικῶν; "
43,54,1336,"Homer, Iliad 2.60-2.70",com|mes,40,"θωρῆξαί σε κέλευσε κάρη κομόωντας Ἀχαιοὺς πανσυδίῃ· νῦν γάρ κεν ἕλοις πόλιν εὐρυάγυιαν Τρώων· οὐ γὰρ ἔτʼ ἀμφὶς Ὀλύμπια δώματʼ ἔχοντες ἀθάνατοι φράζονται· ἐπέγναμψεν γὰρ ἅπαντας Ἥρη λισσομένη, Τρώεσσι δὲ κήδεʼ ἐφῆπται "
44,54,1338,"Homer, Iliad 2.23-2.34",com|mes,38,"θωρῆξαί σε κέλευσε κάρη κομόωντας Ἀχαιοὺς πανσυδίῃ· νῦν γάρ κεν ἕλοις πόλιν εὐρυάγυιαν Τρώων· οὐ γὰρ ἔτʼ ἀμφὶς Ὀλύμπια δώματʼ ἔχοντες ἀθάνατοι φράζονται· ἐπέγναμψεν γὰρ ἅπαντας Ἥρη λισσομένη, Τρώεσσι δὲ κήδεʼ ἐφῆπται "
45,54,1363,"Homer, Iliad 2.8-2.15",com|ins,37,"θωρῆξαί ἑ κέλευε κάρη κομόωντας Ἀχαιοὺς πανσυδίῃ· νῦν γάρ κεν ἕλοι πόλιν εὐρυάγυιαν Τρώων· οὐ γὰρ ἔτʼ ἀμφὶς Ὀλύμπια δώματʼ ἔχοντες ἀθάνατοι φράζονται· ἐπέγναμψεν γὰρ ἅπαντας Ἥρη λισσομένη, Τρώεσσι δὲ κήδεʼ ἐφῆπται."
46,54,1367,"Homer, Iliad 2.56-2.75",del|inf|nar,39,"θωρῆξαί σε κέλευσε κάρη κομόωντας Ἀχαιοὺς πανσυδίῃ· νῦν γάρ κεν ἕλοις πόλιν εὐρυάγυιαν Τρώων· οὐ γὰρ ἔτʼ ἀμφὶς Ὀλύμπια δώματʼ ἔχοντες ἀθάνατοι φράζονται· ἐπέγναμψεν γὰρ ἅπαντας Ἥρη λισσομένη, Τρώεσσι δὲ κήδεʼ ἐφῆπται "
47,61,414,"Homer, Odyssey 14.508-14.517",del,1027,"αὐτὰρ ἐπὴν ἔλθῃσιν Ὀδυσσῆος φίλος υἱός, αὐτός τοι χλαῖνάν τε χιτῶνά τε εἵματα δώσει, πέμψει δʼ ὅππῃ σε κραδίη θυμός τε κελεύει."
48,61,436,"Homer, Odyssey 15.326-15.339",del|per,1049,"αὐτὰρ ἐπὴν ἔλθῃσιν Ὀδυσσῆος φίλος υἱός, κεῖνός σε χλαῖνάν τε χιτῶνά τε εἵματα ἕσσει, πέμψει δʼ ὅππη σε κραδίη θυμός τε κελεύει."
49,61,460,"Homer, Odyssey 16.69-16.89",del|que,1073,"χλαῖνάν τε χιτῶνά τε, εἵματα καλά, δώσω δὲ ξίφος ἄμφηκες καὶ ποσσὶ πέδιλα, πέμψω δʼ ὅππη μιν κραδίη θυμός τε κελεύει. "
50,61,1218,"Homer, Odyssey 21.331-21.342",del|vow,1269,"χλαῖνάν τε χιτῶνά τε, εἵματα καλά, δώσω δʼ ὀξὺν ἄκοντα, κυνῶν ἀλκτῆρα καὶ ἀνδρῶν, καὶ ξίφος ἄμφηκες· δώσω δʼ ὑπὸ ποσσὶ πέδιλα, πέμψω δʼ ὅππη μιν κραδίη θυμός τε κελεύει."
51,95,124,"Homer, Iliad 24.171-24.187",con|inf|mes,661,"Διὸς δέ τοι ἄγγελός εἰμι, ὅς σευ ἄνευθεν ἐὼν μέγα κήδεται ἠδʼ ἐλεαίρει. λύσασθαί σʼ "
52,95,1336,"Homer, Iliad 2.60-2.70",com|mes,40,"Διὸς δέ τοι ἄγγελός εἰμι, ὃς σεῦ ἄνευθεν ἐὼν μέγα κήδεται ἠδʼ ἐλεαίρει· θωρῆξαί σε "
53,95,1338,"Homer, Iliad 2.23-2.34",com|mes,38,"Διὸς δέ τοι ἄγγελός εἰμι, ὃς σεῦ ἄνευθεν ἐὼν μέγα κήδεται ἠδʼ ἐλεαίρει. θωρῆξαί σε "
54,95,1367,"Homer, Iliad 2.56-2.75",del|inf|nar,39,"Διὸς δέ τοι ἄγγελός εἰμι, ὃς σεῦ ἄνευθεν ἐὼν μέγα κήδεται ἠδʼ ἐλεαίρει· θωρῆξαί σε "
55,121,829,"Homer, Odyssey 5.118-5.144",del|vit,815,νῆα θοὴν ἀργῆτι κεραυνῷ Ζεὺς ἔλσας ἐκέασσε μέσῳ ἐνὶ οἴνοπι πόντῳ. 
56,121,903,"Homer, Odyssey 7.241-7.297",nar,851,νῆα θοὴν ἀργῆτι κεραυνῷ Ζεὺς ἔλσας ἐκέασσε μέσῳ ἐνὶ οἴνοπι πόντῳ. 
57,121,1107,"Homer, Odyssey 11.378-12.453",nar,957,νῆα θοὴν ἀργῆτι κεραυνῷ τυτθὰ βαλὼν κεάσαιμι μέσῳ ἐνὶ οἴνοπι πόντῳ. 
58,121,1163,"Homer, Odyssey 12.385-12.388",del,983,νῆα θοὴν ἀργῆτι κεραυνῷ τυτθὰ βαλὼν κεάσαιμι μέσῳ ἐνὶ οἴνοπι πόντῳ.
59,180,885,"Homer, Iliad 3.456-3.460",com,84,"κέκλυτέ μευ Τρῶες καὶ Δάρδανοι ἠδʼ ἐπίκουροι· νίκη μὲν δὴ φαίνετʼ ἀρηϊφίλου Μενελάου, ὑμεῖς δʼ Ἀργείην Ἑλένην καὶ κτήμαθʼ ἅμʼ αὐτῇ "
60,180,1091,"Homer, Iliad 7.67-7.91",del,182,κέκλυτέ μευ Τρῶες καὶ ἐϋκνήμιδες Ἀχαιοὶ ὄφρʼ εἴπω τά με θυμὸς ἐνὶ στήθεσσι κελεύει. ὅρκια μὲν 
61,180,1120,"Homer, Iliad 7.348-7.353",del|per,198,"κέκλυτέ μευ Τρῶες καὶ Δάρδανοι ἠδʼ ἐπίκουροι, ὄφρʼ εἴπω τά με θυμὸς ἐνὶ στήθεσσι κελεύει. δεῦτʼ ἄγετʼ Ἀργείην Ἑλένην καὶ κτήμαθʼ ἅμʼ αὐτῇ "
62,180,1125,"Homer, Iliad 7.368-7.378",del|per,200,"κέκλυτέ μευ Τρῶες καὶ Δάρδανοι ἠδʼ ἐπίκουροι, ὄφρʼ εἴπω τά με θυμὸς ἐνὶ στήθεσσι κελεύει. νῦν μὲν "
63,255,979,"Homer, Odyssey 9.2-11.332",inf|nar|res,890,"οὐ γάρ πω σχεδὸν ἦλθον Ἀχαιΐδος, οὐδέ πω ἁμῆς γῆς ἐπέβην, ἀλλʼ αἰὲν "
64,255,1086,"Homer, Odyssey 11.164-11.179",que|res,947,"οὐ γάρ πω σχεδὸν ἦλθον Ἀχαιΐδος, οὐδέ πω ἁμῆς γῆς ἐπέβην, ἀλλʼ αἰὲν "
65,255,1107,"Homer, Odyssey 11.378-12.453",nar,957,"οὐ γάρ πω σχεδὸν ἦλθον Ἀχαιΐδος, οὐδέ πω ἁμῆς γῆς ἐπέβην, ἀλλʼ αἰὲν "
66,255,1122,"Homer, Odyssey 11.478-11.486",con|res,964,"οὐ γάρ πω σχεδὸν ἦλθον Ἀχαιΐδος, οὐδέ πω ἁμῆς γῆς ἐπέβην, ἀλλʼ αἰὲν "
67,270,318,"Homer, Odyssey 4.333-4.592",nar|res,776,τοῖος ἐὼν μνηστῆρσιν ὁμιλήσειεν Ὀδυσσεύς· πάντες κʼ ὠκύμοροί τε γενοίατο πικρόγαμοί τε. 
68,270,494,"Homer, Odyssey 17.108-17.149",inf,1107,τοῖος ἐὼν μνηστῆρσιν ὁμιλήσειεν Ὀδυσσεύς· πάντες κʼ ὠκύμοροί τε γενοίατο πικρόγαμοί τε. 
69,270,495,"Homer, Odyssey 17.124-17.146",inf|nar,1108,τοῖος ἐὼν μνηστῆρσιν ὁμιλήσειεν Ὀδυσσεύς· πάντες κʼ ὠκύμοροί τε γενοίατο πικρόγαμοί τε. 
70,270,636,"Homer, Odyssey 1.253-1.305",des|ins|lam|nar,709,τοῖος ἐὼν μνηστῆρσιν ὁμιλήσειεν Ὀδυσσεύς· πάντες κʼ ὠκύμοροί τε γενοίατο πικρόγαμοί τε. 
71,296,138,"Homer, Iliad 11.286-11.290",del|exh,296,"Τρῶες καὶ Λύκιοι καὶ Δάρδανοι ἀγχιμαχηταὶ ἀνέρες ἔστε φίλοι, μνήσασθε δὲ θούριδος ἀλκῆς. "
72,296,368,"Homer, Iliad 15.486-15.499",del|exh,412,"Τρῶες καὶ Λύκιοι καὶ Δάρδανοι ἀγχιμαχηταὶ ἀνέρες ἔστε φίλοι, μνήσασθε δὲ θούριδος ἀλκῆς "
73,296,652,"Homer, Iliad 17.184-17.187",exh|tau,454,"Τρῶες καὶ Λύκιοι καὶ Δάρδανοι ἀγχιμαχηταί, ἀνέρες ἔστε φίλοι, μνήσασθε δὲ θούριδος ἀλκῆς, "
74,296,1153,"Homer, Iliad 8.173-8.183",exh,216,"Τρῶες καὶ Λύκιοι καὶ Δάρδανοι ἀγχιμαχηταὶ ἀνέρες ἔστε φίλοι, μνήσασθε δὲ θούριδος ἀλκῆς. "
