,cluster,id,label,dices_tags,dices_speech_id,text
131,103,166,"Homer, Iliad 24.486-24.506",lam|per|req,682,"ἐγὼ πανάποτμος, ἐπεὶ τέκον υἷας ἀρίστους Τροίῃ ἐν εὐρείῃ, τῶν δʼ οὔ τινά φημι λελεῖφθαι. "
132,103,842,"Homer, Odyssey 5.299-5.312",lam,823,"ὤ μοι ἐγὼ δειλός, τί νύ μοι μήκιστα γένηται; δείδω μὴ δὴ πάντα θεὰ νημερτέα εἶπεν, ἥ μʼ ἔφατʼ ἐν πόντῳ, πρὶν πατρίδα γαῖαν ἱκέσθαι, ἄλγεʼ ἀναπλήσειν· τὰ δὲ δὴ νῦν πάντα τελεῖται. οἵοισιν νεφέεσσι περιστέφει οὐρανὸν εὐρὺν Ζεύς, ἐτάραξε δὲ πόντον, ἐπισπέρχουσι δʼ ἄελλαι παντοίων ἀνέμων. νῦν μοι σῶς αἰπὺς ὄλεθρος. τρὶς μάκαρες Δαναοὶ καὶ τετράκις, οἳ τότʼ ὄλοντο Τροίῃ ἐν εὐρείῃ "
133,111,116,"Homer, Iliad 24.104-24.119",del|mes,657,"Πριάμῳ μεγαλήτορι Ἶριν ἐφήσω λύσασθαι φίλον υἱὸν ἰόντʼ ἐπὶ νῆας Ἀχαιῶν, δῶρα δʼ Ἀχιλλῆϊ φερέμεν, τά κε θυμὸν ἰήνῃ."
134,111,122,"Homer, Iliad 24.144-24.158",com|ins,660,"Πριάμῳ μεγαλήτορι Ἴλιον εἴσω λύσασθαι φίλον υἱὸν ἰόντʼ ἐπὶ νῆας Ἀχαιῶν, δῶρα δʼ Ἀχιλλῆϊ φερέμεν τά κε θυμὸν ἰήνῃ "
135,111,125,"Homer, Iliad 24.194-24.199",inf|que,662,"λύσασθαι φίλον υἱὸν ἰόντʼ ἐπὶ νῆας Ἀχαιῶν, δῶρα δʼ Ἀχιλλῆϊ φερέμεν τά κε θυμὸν ἰήνῃ. "
136,113,1031,"Homer, Iliad 6.77-6.101",com|del,155,"δυοκαίδεκα βοῦς ἐνὶ νηῷ ἤνις ἠκέστας ἱερευσέμεν, αἴ κʼ ἐλεήσῃ ἄστύ τε καὶ Τρώων ἀλόχους καὶ νήπια τέκνα, "
137,113,1045,"Homer, Iliad 6.264-6.285",del|res,162,"δυοκαίδεκα βοῦς ἐνὶ νηῷ ἤνις ἠκέστας ἱερευσέμεν, αἴ κʼ ἐλεήσῃ ἄστύ τε καὶ Τρώων ἀλόχους καὶ νήπια τέκνα, "
138,113,1048,"Homer, Iliad 6.305-6.310",pra|req,163,"δυοκαίδεκα βοῦς ἐνὶ νηῷ ἤνις ἠκέστας ἱερεύσομεν, αἴ κʼ ἐλεήσῃς ἄστύ τε καὶ Τρώων ἀλόχους καὶ νήπια τέκνα."
139,118,1336,"Homer, Iliad 2.60-2.70",com|mes,40,"εὕδεις Ἀτρέος υἱὲ δαΐφρονος ἱπποδάμοιο· οὐ χρὴ παννύχιον εὕδειν βουληφόρον ἄνδρα, ᾧ λαοί τʼ ἐπιτετράφαται καὶ τόσσα μέμηλε· νῦν δʼ ἐμέθεν ξύνες ὦκα· Διὸς δέ τοι ἄγγελός εἰμι, ὃς σεῦ ἄνευθεν ἐὼν μέγα κήδεται ἠδʼ ἐλεαίρει· θωρῆξαί σε κέλευσε κάρη κομόωντας Ἀχαιοὺς πανσυδίῃ· νῦν γάρ κεν ἕλοις πόλιν εὐρυάγυιαν Τρώων· οὐ γὰρ ἔτʼ ἀμφὶς Ὀλύμπια δώματʼ ἔχοντες ἀθάνατοι φράζονται· ἐπέγναμψεν γὰρ ἅπαντας Ἥρη λισσομένη, Τρώεσσι δὲ κήδεʼ ἐφῆπται ἐκ Διός· ἀλλὰ σὺ σῇσιν ἔχε φρεσίν· ὣς ὃ μὲν εἰπὼν"
140,118,1338,"Homer, Iliad 2.23-2.34",com|mes,38,"εὕδεις Ἀτρέος υἱὲ δαΐφρονος ἱπποδάμοιο· οὐ χρὴ παννύχιον εὕδειν βουληφόρον ἄνδρα ᾧ λαοί τʼ ἐπιτετράφαται καὶ τόσσα μέμηλε· νῦν δʼ ἐμέθεν ξύνες ὦκα· Διὸς δέ τοι ἄγγελός εἰμι, ὃς σεῦ ἄνευθεν ἐὼν μέγα κήδεται ἠδʼ ἐλεαίρει. θωρῆξαί σε κέλευσε κάρη κομόωντας Ἀχαιοὺς πανσυδίῃ· νῦν γάρ κεν ἕλοις πόλιν εὐρυάγυιαν Τρώων· οὐ γὰρ ἔτʼ ἀμφὶς Ὀλύμπια δώματʼ ἔχοντες ἀθάνατοι φράζονται· ἐπέγναμψεν γὰρ ἅπαντας Ἥρη λισσομένη, Τρώεσσι δὲ κήδεʼ ἐφῆπται ἐκ Διός· ἀλλὰ σὺ σῇσιν ἔχε "
141,118,1367,"Homer, Iliad 2.56-2.75",del|inf|nar,39,"εὕδεις Ἀτρέος υἱὲ δαΐφρονος ἱπποδάμοιο· οὐ χρὴ παννύχιον εὕδειν βουληφόρον ἄνδρα, ᾧ λαοί τʼ ἐπιτετράφαται καὶ τόσσα μέμηλε· νῦν δʼ ἐμέθεν ξύνες ὦκα· Διὸς δέ τοι ἄγγελός εἰμι, ὃς σεῦ ἄνευθεν ἐὼν μέγα κήδεται ἠδʼ ἐλεαίρει· θωρῆξαί σε κέλευσε κάρη κομόωντας Ἀχαιοὺς πανσυδίῃ· νῦν γάρ κεν ἕλοις πόλιν εὐρυάγυιαν Τρώων· οὐ γὰρ ἔτʼ ἀμφὶς Ὀλύμπια δώματʼ ἔχοντες ἀθάνατοι φράζονται· ἐπέγναμψεν γὰρ ἅπαντας Ἥρη λισσομένη, Τρώεσσι δὲ κήδεʼ ἐφῆπται ἐκ Διός· ἀλλὰ σὺ σῇσιν ἔχε φρεσίν· ὣς ὃ μὲν εἰπὼν "
142,123,218,"Homer, Odyssey 2.209-2.223",com|del,726,εἶμι γὰρ ἐς Σπάρτην τε καὶ ἐς Πύλον ἠμαθόεντα νόστον πευσόμενος πατρὸς 
143,123,260,"Homer, Odyssey 2.349-2.360",com|inf,735,"εἶμι γὰρ ἐς Σπάρτην τε καὶ ἐς Πύλον ἠμαθόεντα νόστον πευσόμενος πατρὸς φίλου, ἤν που ἀκούσω."
144,123,1347,"Homer, Odyssey 1.81-1.95",del|inf,702,"ἐς Σπάρτην τε καὶ ἐς Πύλον ἠμαθόεντα νόστον πευσόμενον πατρὸς φίλου, ἤν που ἀκούσῃ, "
145,124,187,"Homer, Odyssey 2.85-2.128",del|inf|req|vit,721,"δόλον τόνδʼ ἄλλον ἐνὶ φρεσὶ μερμήριξε· στησαμένη μέγαν ἱστὸν ἐνὶ μεγάροισιν ὕφαινε, λεπτὸν καὶ περίμετρον· ἄφαρ δʼ ἡμῖν μετέειπε· κοῦροι ἐμοὶ μνηστῆρες, ἐπεὶ θάνε δῖος Ὀδυσσεύς, μίμνετʼ ἐπειγόμενοι τὸν ἐμὸν γάμον, εἰς ὅ κε φᾶρος ἐκτελέσω, μή μοι μεταμώνια νήματʼ ὄληται, Λαέρτῃ ἥρωι ταφήιον, εἰς ὅτε κέν μιν μοῖρʼ ὀλοὴ καθέλῃσι τανηλεγέος θανάτοιο, μή τίς μοι κατὰ δῆμον Ἀχαιϊάδων νεμεσήσῃ. αἴ κεν ἄτερ σπείρου κεῖται πολλὰ κτεατίσσας. ὣς ἔφαθʼ, ἡμῖν δʼ αὖτʼ ἐπεπείθετο θυμὸς ἀγήνωρ. ἔνθα καὶ ἠματίη μὲν ὑφαίνεσκεν μέγαν ἱστόν, νύκτας δʼ ἀλλύεσκεν, ἐπεὶ δαΐδας παραθεῖτο. ὣς τρίετες μὲν ἔληθε δόλῳ καὶ ἔπειθεν Ἀχαιούς· ἀλλʼ ὅτε τέτρατον ἦλθεν ἔτος καὶ ἐπήλυθον ὧραι, καὶ τότε δή τις ἔειπε γυναικῶν, ἣ σάφα ᾔδη, καὶ τήν γʼ ἀλλύουσαν ἐφεύρομεν ἀγλαὸν ἱστόν. ὣς τὸ μὲν ἐξετέλεσσε καὶ οὐκ ἐθέλουσʼ ὑπʼ ἀνάγκης· σοὶ δʼ "
146,124,586,"Homer, Odyssey 19.124-19.163",lam,1198,"ἐνέπνευσε φρεσὶ δαίμων, στησαμένῃ μέγαν ἱστόν, ἐνὶ μεγάροισιν ὑφαίνειν, λεπτὸν καὶ περίμετρον· ἄφαρ δʼ αὐτοῖς μετέειπον· κοῦροι, ἐμοὶ μνηστῆρες, ἐπεὶ θάνε δῖος Ὀδυσσεύς, μίμνετʼ ἐπειγόμενοι τὸν ἐμὸν γάμον, εἰς ὅ κε φᾶρος ἐκτελέσω—μή μοι μεταμώνια νήματʼ ὄληται— Λαέρτῃ ἥρωϊ ταφήϊον, εἰς ὅτε κέν μιν μοῖρʼ ὀλοὴ καθέλῃσι τανηλεγέος θανάτοιο· μή τίς μοι κατὰ δῆμον Ἀχαιϊάδων νεμεσήσῃ, αἴ κεν ἄτερ σπείρου κεῖται πολλὰ κτεατίσσας. ὣς ἐφάμην, τοῖσιν δʼ ἐπεπείθετο θυμὸς ἀγήνωρ. ἔνθα καὶ ἠματίη μὲν ὑφαίνεσκον μέγαν ἱστόν, νύκτας δʼ ἀλλύεσκον, ἐπεὶ δαΐδας παραθείμην. ὣς τρίετες μὲν ἔληθον ἐγὼ καὶ ἔπειθον Ἀχαιούς· ἀλλʼ ὅτε τέτρατον ἦλθεν ἔτος καὶ ἐπήλυθον ὧραι, μηνῶν φθινόντων, περὶ δʼ ἤματα πόλλʼ ἐτελέσθη, καὶ τότε δή με διὰ δμῳάς, κύνας οὐκ ἀλεγούσας, εἷλον ἐπελθόντες καὶ ὁμόκλησαν ἐπέεσσιν. ὣς τὸ μὲν ἐξετέλεσσα, καὶ οὐκ ἐθέλουσʼ, ὑπʼ ἀνάγκης· νῦν δʼ "
147,124,1298,"Homer, Odyssey 24.121-24.190",nar,1342,"δόλον τόνδʼ ἄλλον ἐνὶ φρεσὶ μερμήριξε· στησαμένη μέγαν ἱστὸν ἐνὶ μεγάροισιν ὕφαινε, λεπτὸν καὶ περίμετρον· ἄφαρ δʼ ἡμῖν μετέειπε· κοῦροι ἐμοὶ μνηστῆρες, ἐπεὶ θάνε δῖος Ὀδυσσεύς, μίμνετʼ ἐπειγόμενοι τὸν ἐμὸν γάμον, εἰς ὅ κε φᾶρος ἐκτελέσω, μή μοι μεταμώνια νήματʼ ὄληται, Λαέρτῃ ἥρωϊ ταφήϊον, εἰς ὅτε κέν μιν μοῖρʼ ὀλοὴ καθέλῃσι τανηλεγέος θανάτοιο, μή τίς μοι κατὰ δῆμον Ἀχαιϊάδων νεμεσήσῃ, αἴ κεν ἄτερ σπείρου κεῖται πολλὰ κτεατίσσας. ὣς ἔφαθʼ, ἡμῖν δʼ αὖτʼ ἐπεπείθετο θυμὸς ἀγήνωρ. ἔνθα καὶ ἠματίη μὲν ὑφαίνεσκεν μέγαν ἱστόν, νύκτας δʼ ἀλλύεσκεν, ἐπεὶ δαΐδας παραθεῖτο. ὣς τρίετες μὲν ἔληθε δόλῳ καὶ ἔπειθεν Ἀχαιούς· ἀλλʼ ὅτε τέτρατον ἦλθεν ἔτος καὶ ἐπήλυθον ὧραι, μηνῶν φθινόντων, περὶ δʼ ἤματα πόλλʼ ἐτελέσθη, καὶ τότε δή τις ἔειπε γυναικῶν, ἣ σάφα ᾔδη, καὶ τήν γʼ ἀλλύουσαν ἐφεύρομεν ἀγλαὸν ἱστόν. ὣς τὸ μὲν ἐξετέλεσσε καὶ οὐκ ἐθέλουσʼ, ὑπʼ "
148,126,586,"Homer, Odyssey 19.124-19.163",lam,1198,"πολλὰ κτεατίσσας. ὣς ἐφάμην, τοῖσιν δʼ ἐπεπείθετο θυμὸς ἀγήνωρ. ἔνθα καὶ ἠματίη μὲν ὑφαίνεσκον μέγαν ἱστόν, νύκτας δʼ ἀλλύεσκον, ἐπεὶ δαΐδας παραθείμην. ὣς τρίετες μὲν ἔληθον ἐγὼ καὶ ἔπειθον Ἀχαιούς· ἀλλʼ ὅτε τέτρατον ἦλθεν ἔτος καὶ ἐπήλυθον ὧραι, μηνῶν φθινόντων, περὶ δʼ ἤματα πόλλʼ ἐτελέσθη, καὶ τότε "
149,126,979,"Homer, Odyssey 9.2-11.332",inf|nar|res,890,"πολλὰ πέποσθε. ὣς ἔφαθʼ, ἡμῖν δʼ αὖτʼ ἐπεπείθετο θυμὸς ἀγήνωρ. ἔνθα μὲν ἤματα πάντα τελεσφόρον εἰς ἐνιαυτὸν ἥμεθα δαινύμενοι κρέα τʼ ἄσπετα καὶ μέθυ ἡδύ· ἀλλʼ ὅτε δή ῥʼ ἐνιαυτὸς ἔην, περὶ δʼ ἔτραπον ὧραι μηνῶν φθινόντων, περὶ δʼ ἤματα μακρὰ τελέσθη, καὶ τότε "
150,126,1298,"Homer, Odyssey 24.121-24.190",nar,1342,"πολλὰ κτεατίσσας. ὣς ἔφαθʼ, ἡμῖν δʼ αὖτʼ ἐπεπείθετο θυμὸς ἀγήνωρ. ἔνθα καὶ ἠματίη μὲν ὑφαίνεσκεν μέγαν ἱστόν, νύκτας δʼ ἀλλύεσκεν, ἐπεὶ δαΐδας παραθεῖτο. ὣς τρίετες μὲν ἔληθε δόλῳ καὶ ἔπειθεν Ἀχαιούς· ἀλλʼ ὅτε τέτρατον ἦλθεν ἔτος καὶ ἐπήλυθον ὧραι, μηνῶν φθινόντων, περὶ δʼ ἤματα πόλλʼ ἐτελέσθη, καὶ τότε "
151,160,14,"Homer, Iliad 8.497-8.541",com|del,231,κέκλυτέ μευ Τρῶες καὶ Δάρδανοι ἠδʼ ἐπίκουροι· νῦν ἐφάμην νῆάς τʼ ὀλέσας καὶ πάντας Ἀχαιοὺς 
152,160,837,"Homer, Iliad 3.86-3.94",del,60,"κέκλυτέ μευ Τρῶες καὶ ἐϋκνήμιδες Ἀχαιοὶ μῦθον Ἀλεξάνδροιο, τοῦ εἵνεκα νεῖκος ὄρωρεν. ἄλλους μὲν κέλεται Τρῶας καὶ πάντας Ἀχαιοὺς "
153,160,1125,"Homer, Iliad 7.368-7.378",del|per,200,"κέκλυτέ μευ Τρῶες καὶ Δάρδανοι ἠδʼ ἐπίκουροι, ὄφρʼ εἴπω τά με θυμὸς ἐνὶ στήθεσσι κελεύει. νῦν μὲν δόρπον ἕλεσθε κατὰ πτόλιν ὡς τὸ πάρος περ, καὶ φυλακῆς μνήσασθε καὶ ἐγρήγορθε ἕκαστος· ἠῶθεν δʼ Ἰδαῖος ἴτω κοίλας ἐπὶ νῆας εἰπέμεν Ἀτρεΐδῃς Ἀγαμέμνονι καὶ Μενελάῳ μῦθον Ἀλεξάνδροιο, τοῦ εἵνεκα νεῖκος ὄρωρε· "
154,164,462,"Homer, Odyssey 16.113-16.134",inf,1075,"ὅσσοι γὰρ νήσοισιν ἐπικρατέουσιν ἄριστοι, Δουλιχίῳ τε Σάμῃ τε καὶ ὑλήεντι Ζακύνθῳ, ἠδʼ ὅσσοι κραναὴν Ἰθάκην κάτα κοιρανέουσι, τόσσοι μητέρʼ ἐμὴν μνῶνται, τρύχουσι δὲ οἶκον. ἡ δʼ οὔτʼ ἀρνεῖται στυγερὸν γάμον οὔτε τελευτὴν ποιῆσαι δύναται· τοὶ δὲ φθινύθουσιν ἔδοντες οἶκον ἐμόν· τάχα δή με διαρραίσουσι καὶ αὐτόν. "
155,164,586,"Homer, Odyssey 19.124-19.163",lam,1198,"ὅσσοι γὰρ νήσοισιν ἐπικρατέουσιν ἄριστοι, Δουλιχίῳ τε Σάμῃ τε καὶ ὑλήεντι Ζακύνθῳ, οἵ τʼ αὐτὴν Ἰθάκην εὐδείελον ἀμφινέμονται, οἵ μʼ ἀεκαζομένην μνῶνται, τρύχουσι δὲ οἶκον. τῷ οὔτε "
156,164,632,"Homer, Odyssey 1.231-1.251",lam|nar|res,708,"ὅσσοι γὰρ νήσοισιν ἐπικρατέουσιν ἄριστοι, Δουλιχίῳ τε Σάμῃ τε καὶ ὑλήεντι Ζακύνθῳ, ἠδʼ ὅσσοι κραναὴν Ἰθάκην κάτα κοιρανέουσιν, τόσσοι μητέρʼ ἐμὴν μνῶνται, τρύχουσι δὲ οἶκον. ἡ δʼ οὔτʼ ἀρνεῖται στυγερὸν γάμον οὔτε τελευτὴν ποιῆσαι δύναται· τοὶ δὲ φθινύθουσιν ἔδοντες οἶκον ἐμόν· τάχα δή με διαρραίσουσι καὶ αὐτόν."
157,168,450,"Homer, Odyssey 15.536-15.538",des|vow,1063,"αἲ γὰρ τοῦτο, ξεῖνε, ἔπος τετελεσμένον εἴη· τῷ κε τάχα γνοίης φιλότητά τε πολλά τε δῶρα ἐξ ἐμεῦ, ὡς ἄν τίς σε συναντόμενος μακαρίζοι."
158,168,498,"Homer, Odyssey 17.163-17.165",des|vow,1110,"αἲ γὰρ τοῦτο, ξεῖνε, ἔπος τετελεσμένον εἴη· τῷ κε τάχα γνοίης φιλότητά τε πολλά τε δῶρα ἐξ ἐμεῦ, ὡς ἄν τίς σε συναντόμενος μακαρίζοι."
159,168,593,"Homer, Odyssey 19.309-19.334",lam,1205,"αἲ γὰρ τοῦτο, ξεῖνε, ἔπος τετελεσμένον εἴη· τῷ κε τάχα γνοίης φιλότητά τε πολλά τε δῶρα ἐξ ἐμεῦ, ὡς ἄν τίς σε συναντόμενος μακαρίζοι. "
160,170,707,"Homer, Iliad 19.78-19.144",del|exh|nar,509,"κέκλυτέ μευ πάντές τε θεοὶ πᾶσαί τε θέαιναι, ὄφρʼ εἴπω τά με θυμὸς ἐνὶ στήθεσσιν ἀνώγει. σήμερον ἄνδρα φόως δὲ μογοστόκος Εἰλείθυια ἐκφανεῖ, ὃς πάντεσσι περικτιόνεσσιν ἀνάξει, τῶν ἀνδρῶν γενεῆς οἵ θʼ αἵματος ἐξ ἐμεῦ εἰσί. τὸν δὲ δολοφρονέουσα προσηύδα πότνια Ἥρη· ψευστήσεις, οὐδʼ αὖτε τέλος μύθῳ ἐπιθήσεις. εἰ δʼ ἄγε "
161,170,708,"Homer, Iliad 19.101-19.105",ora,510,"κέκλυτέ μευ πάντές τε θεοὶ πᾶσαί τε θέαιναι, ὄφρʼ εἴπω τά με θυμὸς ἐνὶ στήθεσσιν ἀνώγει. σήμερον ἄνδρα φόως δὲ μογοστόκος Εἰλείθυια ἐκφανεῖ, ὃς πάντεσσι περικτιόνεσσιν ἀνάξει, τῶν ἀνδρῶν γενεῆς οἵ θʼ αἵματος ἐξ ἐμεῦ εἰσί."
162,170,1136,"Homer, Iliad 8.5-8.27",cha|del|lau|tau,206,"κέκλυτέ μευ πάντές τε θεοὶ πᾶσαί τε θέαιναι, ὄφρʼ εἴπω τά με θυμὸς ἐνὶ στήθεσσι κελεύει. μήτέ τις οὖν θήλεια θεὸς τό γε μήτέ τις ἄρσην πειράτω διακέρσαι ἐμὸν ἔπος, ἀλλʼ ἅμα πάντες αἰνεῖτʼ, ὄφρα τάχιστα τελευτήσω τάδε ἔργα. ὃν δʼ ἂν ἐγὼν ἀπάνευθε θεῶν ἐθέλοντα νοήσω ἐλθόντʼ ἢ Τρώεσσιν ἀρηγέμεν ἢ Δαναοῖσι πληγεὶς οὐ κατὰ κόσμον ἐλεύσεται Οὔλυμπον δέ· ἤ μιν ἑλὼν ῥίψω ἐς Τάρταρον ἠερόεντα τῆλε μάλʼ, ἧχι βάθιστον ὑπὸ χθονός ἐστι βέρεθρον, ἔνθα σιδήρειαί τε πύλαι καὶ χάλκεος οὐδός, τόσσον ἔνερθʼ Ἀΐδεω ὅσον οὐρανός ἐστʼ ἀπὸ γαίης· γνώσετʼ ἔπειθʼ ὅσον εἰμὶ θεῶν κάρτιστος ἁπάντων. εἰ δʼ ἄγε "
163,181,831,"Homer, Iliad 3.59-3.75",del|des,58,"ἄλλους μὲν κάθισον Τρῶας καὶ πάντας Ἀχαιούς, αὐτὰρ ἔμʼ ἐν μέσσῳ καὶ ἀρηΐφιλον Μενέλαον συμβάλετʼ ἀμφʼ Ἑλένῃ καὶ κτήμασι πᾶσι μάχεσθαι· ὁππότερος δέ κε νικήσῃ κρείσσων τε γένηται, κτήμαθʼ ἑλὼν εὖ πάντα γυναῖκά τε οἴκαδʼ ἀγέσθω· οἳ δʼ ἄλλοι φιλότητα καὶ ὅρκια πιστὰ ταμόντες ναίοιτε Τροίην ἐριβώλακα, τοὶ δὲ νεέσθων Ἄργος ἐς ἱππόβοτον καὶ Ἀχαιΐδα καλλιγύναικα."
164,181,837,"Homer, Iliad 3.86-3.94",del,60,"ἄλλους μὲν κέλεται Τρῶας καὶ πάντας Ἀχαιοὺς τεύχεα κάλʼ ἀποθέσθαι ἐπὶ χθονὶ πουλυβοτείρῃ, αὐτὸν δʼ ἐν μέσσῳ καὶ ἀρηΐφιλον Μενέλαον οἴους ἀμφʼ Ἑλένῃ καὶ κτήμασι πᾶσι μάχεσθαι. ὁππότερος δέ κε νικήσῃ κρείσσων τε γένηται κτήμαθʼ ἑλὼν εὖ πάντα γυναῖκά τε οἴκαδʼ ἀγέσθω· οἳ δʼ ἄλλοι φιλότητα καὶ ὅρκια πιστὰ "
165,181,861,"Homer, Iliad 3.250-3.258",inf,72,"αὐτὰρ Ἀλέξανδρος καὶ ἀρηΐφιλος Μενέλαος μακρῇς ἐγχείῃσι μαχήσοντʼ ἀμφὶ γυναικί· τῷ δέ κε νικήσαντι γυνὴ καὶ κτήμαθʼ ἕποιτο· οἳ δʼ ἄλλοι φιλότητα καὶ ὅρκια πιστὰ ταμόντες ναίοιμεν Τροίην ἐριβώλακα, τοὶ δὲ νέονται Ἄργος ἐς ἱππόβοτον καὶ Ἀχαιΐδα καλλιγύναικα."
166,199,1107,"Homer, Odyssey 11.378-12.453",nar,957,"ἤδη μὲν πολέων φόνῳ ἀνδρῶν ἀντεβόλησας, μουνὰξ κτεινομένων καὶ ἐνὶ κρατερῇ ὑσμίνῃ· ἀλλά κε κεῖνα μάλιστα ἰδὼν ὀλοφύραο θυμῷ, "
167,199,1111,"Homer, Odyssey 11.404-11.434",nar|res,959,"ἤδη μὲν πολέων φόνῳ ἀνδρῶν ἀντεβόλησας, μουνὰξ κτεινομένων καὶ ἐνὶ κρατερῇ ὑσμίνῃ· ἀλλά κε κεῖνα μάλιστα ἰδὼν ὀλοφύραο θυμῷ, "
168,199,1295,"Homer, Odyssey 24.36-24.97",nar,1339,"ἤδη μὲν πολέων τάφῳ ἀνδρῶν ἀντεβόλησας ἡρώων, ὅτε κέν ποτʼ ἀποφθιμένου βασιλῆος ζώννυνταί τε νέοι καὶ ἐπεντύνονται ἄεθλα· ἀλλά κε κεῖνα μάλιστα ἰδὼν θηήσαο θυμῷ, "
169,202,22,"Homer, Iliad 23.144-23.151",req,614,"σοί γε πατὴρ ἠρήσατο Πηλεὺς κεῖσέ με νοστήσαντα φίλην ἐς πατρίδα γαῖαν σοί τε κόμην κερέειν ῥέξειν θʼ ἱερὴν ἑκατόμβην, πεντήκοντα δʼ ἔνορχα παρʼ αὐτόθι μῆλʼ ἱερεύσειν ἐς πηγάς, ὅθι τοι τέμενος βωμός τε θυήεις. ὣς ἠρᾶθʼ ὃ γέρων, σὺ δέ "
170,202,30,"Homer, Iliad 9.225-9.306",del|gre|inf|nar|per,240,"σοί γε πατὴρ ἐπετέλλετο Πηλεὺς ἤματι τῷ ὅτε σʼ ἐκ Φθίης Ἀγαμέμνονι πέμπε· τέκνον ἐμὸν κάρτος μὲν Ἀθηναίη τε καὶ Ἥρη δώσουσʼ αἴ κʼ ἐθέλωσι, σὺ δὲ μεγαλήτορα θυμὸν ἴσχειν ἐν στήθεσσι· φιλοφροσύνη γὰρ ἀμείνων· ληγέμεναι δʼ ἔριδος κακομηχάνου, ὄφρά σε μᾶλλον τίωσʼ Ἀργείων ἠμὲν νέοι ἠδὲ γέροντες. ὣς ἐπέτελλʼ ὃ γέρων, σὺ δὲ "
171,202,31,"Homer, Iliad 9.254-9.258",del,241,"τέκνον ἐμὸν κάρτος μὲν Ἀθηναίη τε καὶ Ἥρη δώσουσʼ αἴ κʼ ἐθέλωσι, σὺ δὲ μεγαλήτορα θυμὸν ἴσχειν ἐν στήθεσσι· φιλοφροσύνη γὰρ ἀμείνων· ληγέμεναι δʼ ἔριδος κακομηχάνου, ὄφρά σε μᾶλλον τίωσʼ Ἀργείων ἠμὲν νέοι ἠδὲ γέροντες."
172,213,242,"Homer, Odyssey 3.103-3.200",nar|res,747,"αὐτὰρ ἐπεὶ Πριάμοιο πόλιν διεπέρσαμεν αἰπήν, βῆμεν δʼ ἐν νήεσσι, θεὸς δʼ ἐκέδασσεν Ἀχαιούς, "
173,213,386,"Homer, Odyssey 13.312-13.328",del,999,"πολεμίζομεν υἷες Ἀχαιῶν. αὐτὰρ ἐπεὶ Πριάμοιο πόλιν διεπέρσαμεν αἰπήν, βῆμεν δʼ ἐν νήεσσι, θεὸς δʼ ἐκέδασσεν Ἀχαιούς, "
174,213,403,"Homer, Odyssey 14.192-14.359",inf|nar|res|vow,1016,"πολεμίζομεν υἷες Ἀχαιῶν, τῷ δεκάτῳ δὲ πόλιν Πριάμου πέρσαντες ἔβημεν οἴκαδε σὺν νήεσσι, θεὸς δʼ ἐκέδασσεν Ἀχαιούς. "
175,219,318,"Homer, Odyssey 4.333-4.592",nar|res,776,"οἶσθα, γέρον, τί με ταῦτα παρατροπέων ἐρεείνεις; ὡς δὴ δήθʼ ἐνὶ νήσῳ ἐρύκομαι, οὐδέ τι τέκμωρ εὑρέμεναι δύναμαι, μινύθει δέ μοι ἔνδοθεν ἦτορ. ἀλλὰ σύ πέρ μοι εἰπέ, θεοὶ δέ τε πάντα ἴσασιν, ὅς τίς μʼ ἀθανάτων πεδάᾳ καὶ ἔδησε κελεύθου, νόστον θʼ, ὡς ἐπὶ πόντον ἐλεύσομαι ἰχθυόεντα. "
176,219,323,"Homer, Odyssey 4.376-4.381",que|res,778,"ἀλλὰ σύ πέρ μοι εἰπέ, θεοὶ δέ τε πάντα ἴσασιν, ὅς τίς μʼ ἀθανάτων πεδάᾳ καὶ ἔδησε κελεύθου, νόστον θʼ, ὡς ἐπὶ πόντον ἐλεύσομαι ἰχθυόεντα."
177,219,332,"Homer, Odyssey 4.465-4.470",que,783,"οἶσθα, γέρον, τί με ταῦτα παρατροπέων ἐρεείνεις; ὡς δὴ δήθʼ ἐνὶ νήσῳ ἐρύκομαι, οὐδέ τι τέκμωρ εὑρέμεναι δύναμαι, μινύθει δέ μοι ἔνδοθεν ἦτορ. ἀλλὰ σύ πέρ μοι εἰπέ, θεοὶ δέ τε πάντα ἴσασιν, ὅς τίς μʼ ἀθανάτων πεδάᾳ καὶ ἔδησε κελεύθου, νόστον θʼ, ὡς ἐπὶ πόντον ἐλεύσομαι ἰχθυόεντα."
178,234,1116,"Homer, Iliad 7.288-7.302",del|per,195,"ὕστερον αὖτε μαχησόμεθʼ εἰς ὅ κε δαίμων ἄμμε διακρίνῃ, δώῃ δʼ ἑτέροισί γε νίκην. "
179,234,1125,"Homer, Iliad 7.368-7.378",del|per,200,"ὕστερον αὖτε μαχησόμεθʼ εἰς ὅ κε δαίμων ἄμμε διακρίνῃ, δώῃ δʼ ἑτέροισί γε νίκην."
180,234,1127,"Homer, Iliad 7.385-7.397",mes|per,201,"ὕστερον αὖτε μαχησόμεθʼ εἰς ὅ κε δαίμων ἄμμε διακρίνῃ, δώῃ δʼ ἑτέροισί γε νίκην."
